見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
県男女共同参画センター“りぃぶる”からのお知らせ,,(1)保育つき読書の時間,,11月26日（木）10:00?12:00,県男女共同参画センター（和歌山市）,保護者と子供（6カ月～未就学児）,10組（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ子供の名前・年齢］を(1)11月15日(2)一時保育希望者は11月24日までに県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247Eメール　libre@sirius.ocn.ne.jp県ウェブサイトでも掲載 ,,,,,,,
県男女共同参画センター“りぃぶる”からのお知らせ,,(2)語り合い広場,「男性が介護するということ～新しい介護社会のなかで～」,12月5日（土）13:30?15:30,県男女共同参画センター（和歌山市）,,30人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ子供の名前・年齢］を(1)11月15日(2)一時保育希望者は11月24日までに県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247Eメール　libre@sirius.ocn.ne.jp県ウェブサイトでも掲載 ,,,,,,,
女性行政書士による女性のための無料相談会,相続・遺言・離婚・許認可の手続きなど ※要予約,,,奇数月第3月曜（祝日の場合は翌週の月曜）13:00?16:00,*県行政書士会（和歌山市）,,,,,会場 電話073-432-9775 ,,,,,,,,
物品購入・県産品に係る申請,,(1)物品の購入等に係る競争入札参加資格申請,県が発注する物品購入等の入札に参加するために必要な資格審査申請の受付,,,,,,,,郵送で所定の申請書（申込先、ウェブサイトで配布）を11月30日までに県庁総務事務集中課,,,,,,,
物品購入・県産品に係る申請,,(2)物品調達における県産品登録審査申請,物品の購入にあたり県が優先して調達する県産品の登録申請の受付,,,,,,,,郵送で所定の申請書（申込先、ウェブサイトで配布）を11月30日までに県庁総務事務集中課,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(1)介護・パソコン科,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(2)電気設備技術科,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(3)住環境計画科,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(4)介護職員初任者養成科,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(5)OA事務科,,,海南市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(6)初心者からのパソコン基礎科,,,有田市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(7)パソコン事務科,,,日高町,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
12・1月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(8)パソコン・総務経理事務科,,,新宮市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局 職業訓練のぺージへリンク,,,,,,,
東京学生寮入寮希望者面接,,,,(1)【1次募集】12月19日（土）(2)【2次募集】3月10日（水）※東京学生寮では随時面接可,*県勤労福祉会館プラザホープ（和歌山市）,東京近辺の4年制大学に入学予定または在学中の男子で保護者が県内在住の方,16人程度（選考）,,,,郵送で所定の申込書（ウェブサイトで配布）を(1)11月30日まで(2)1月1日?2月28日に県奨学会東京学生寮〒182-0016東京都調布市佐須町3-16-2電話042-482-2390和歌山県奨学会東京学生寮のぺージへリンク,,,,,,,
紀ららアート展,,,,(1)【紀北展】11月18日（水）?22日（日）(2)【紀南展】11月25日（水）12:00?29日（日）12:00※26日（木）は休館日(3)【ウェブ展】12月1日（火）?9日（水）,(1)県民文化会館（和歌山市）(2)田辺市文化交流センターたなべる,,,,,第36回国民文化祭、第21回全国障害者芸術・文化祭和歌山県実行委員会事務局（県庁事業推進課内）紀の国文化祭2021のぺージへリンク,,,,,,,,
交通安全年間スローガン,,,,,,一般の部、小学生以下の部、中学・高校の部、シニアの部（65歳以上）※県内在住・在勤・在学の方,,,,,郵送、ファックス、Eメールで所定の申込書（申込先、ウェブサイトで配布）を11月30日までに県庁県民生活課ファックス073-433-1771Eメール　e0313001@pref.wakayama.lg.jp県ウェブサイトでも掲載 ,,,,,,,
「社労士の日」労働・年金相談会,社会保険労務士による相談会,,,12月11日（金）14:00?16:00,*県勤労福祉会館プラザホープ（和歌山市）,県内在住の方、県内事業者,,,,,電話、ファックスで氏名、電話番号、事業所名、希望時間、相談内容を12月10日までに県社会保険労務士会電話073-425-6584　ファックス073-431-3829 ,,,,,,,
県世界遺産マスター,,,,(1)【研修】2月6日（土）・7日（日）(2)【現地研修】2月14日（日）(3)【認定試験】2月21日（日）,(1)(3)県民文化会館（和歌山市）(2)熊野古道中辺路（田辺市）,満20歳以上で県内在住または在勤の方,30人（抽選）,,,,郵送、ファックス、Eメールで住所、氏名（ふりがな）、生年月日、年齢、性別、職業、電話（ファックス）番号、応募動機を11月27日までに県庁観光振興課ファックス073-432-8313Eメール　e06240001@pref.wakayama.lg.jp県ウェブサイトでも掲載 ,,,,,,,
薬物乱用防止啓発メッセージ,薬物乱用防止啓発パンフレットを読んでメッセージを送ろう,,,,,県内在学の中学・高校生,,,,,郵送、ファックス、Eメール、インターネットで所定の申込書（申込先、県立保健所、ウェブサイトで配布）を1月15日までに県庁薬務課ファックス073-433-7118Eメール　e0504002@pref.wakayama.lg.jp県ウェブサイトでも掲載 ,,,,,,,
和歌山大学「観光・地域づくり」講座,地域の観光振興などに関するウェブ講座,,,(1)11月12日（木）(2)19日（木）(3)12月3日（木）いずれも19:00?20:00,,,各300人（先着順）,,,,Eメール、インターネットで所定の申込書（ウェブサイトで配布）を和歌山大学観光学部電話073-457-8581Eメール　t-renkei@ml.wakayama-u.ac.jp和歌山大学 観光学部のぺージへリンク,,,,,,,
空き家なんでも相談会・セミナー,,,,(1)11月17日（火）有田振興局（湯浅町）(2)29日（日）県立図書館（和歌山市）いずれも13:30?16:00(2)セミナー開催 13:00?,,,,,,,電話、持参で所定の申込書（申込先、ウェブサイト、市町村で配布）を(1)会場建設部(2)県庁建築住宅課（ファックスの場合は県庁建築住宅課へ ファックス073-428-2038）県ウェブサイトでも掲載 ,,,,,,,
UIターン就農相談フェア,就農相談会、新規就農セミナー,,,12月13日（日）10:00?15:00※セミナーは11:00?12:00、13:00?14:00,*県JAビル（和歌山市）,,100人（先着順）,,,,郵送、ファックス、Eメールで所定の申込書（申込先、ウェブサイトで配布）を11月2?27日に県就農支援センター〒644-0024御坊市塩屋町南塩屋724電話0738-23-3488　ファックス0738-23-3489Eメール　e0716011@pref.wakayama.lg.jp県ウェブサイトでも掲載 ,,,,,,,
富田川河川内樹木伐採,樹木伐採コスト縮減と資源の有効活用のため、樹木伐採を希望する方（個人、法人、団体）を募集,,,,富田川左岸（白浜町）,,1人（法人・団体）（抽選）,,,,郵送で所定の申込書（ウェブサイトで配布）を11月2?30日に県庁河川課県ウェブサイトでも掲載 ,,,,,,,
11月10?16日はアルコール関連問題啓発週間です,アルコール関連の問題は、とても多岐にわたります。暴力・DV・虐待などの「問題」もアルコールと関係していることを知ってください。【相談窓口】こころの電話平日9:30～12:00、13:00～16:00電話073-435-5192,,,,,,,,,県精神保健福祉センター電話073-435-5194県ウェブサイトでも掲載 ,,,,,,,,
11月8日は「いい歯の日」、11月は「いい歯」の月間です,お口をケアすることは、いい歯を保つことはもちろん、免疫力をあげるなど健康づくりに欠かせません。毎日のケアと定期的な歯科健診を心がけてください。40・50・60・70歳の方は無料で歯周病検診を受けられます。詳しくはお住まいの市町村までお問い合わせください。,,,,,,,,,県庁健康推進課 ,,,,,,,,
税務課からのお知らせ,,(1)11月11?17日は「税を考える週間」,この機会に税の意義や役割について考えてみましょう。,,,,,,,(1)県庁税務課県ウェブサイトでも掲載 ,,,,,,,,
税務課からのお知らせ,,(2)個人事業税後期分の納税について,納期限は11月30日です。金融機関、コンビニ、スマートフォン決済アプリなどでお早めに納めてください。なお、新型コロナウイルスの影響により事業収入などに相当の減少があった方は、徴収の猶予を受けることができる場合があります。納期限までにお問い合わせください。,,,,,,,(2)各県税事務所県ウェブサイトでも掲載 ,,,,,,,,
最低賃金の改定,10月1日から和歌山県最低賃金が時間額831円に改定されています。,,,,,,,,,和歌山労働局賃金室電話073-488-1152県ウェブサイトでも掲載 ,,,,,,,,
11月1日は計量記念日、11月は計量強調月間です,電気・水道・ガスの使用量、食料品の内容量、ガソリンの給油量など、私たちの生活にはさまざまな計量が行われています。県では適正な計量器が使用されているか検査を行っていますので、ご協力をお願いします。,,,,,,,,,県庁商工観光労働総務課 ,,,,,,,,
和歌山城ブルーライトアップ,11月14日の「世界糖尿病デー」に和歌山城のライトアップを行います。,,,11月14日（土）17:00?,,,,,,世界糖尿病デー記念イベント in Wakayama実行委員会電話073-445-9436 ,,,,,,,,
指名手配被疑者の検挙にご協力を！,警察では、11月を「指名手配被疑者の捜査強化月間」として、早期検挙に取り組んでいます。指名手配被疑者によく似た人を見かけたといった情報など、どんなわずかなことでも結構ですので、警察に通報してください。,,,,,,,,,県警察本部刑事企画課電話073-423-0110、各警察署 ,,,,,,,,
11月は労働保険適用促進強化期間です,労働保険（労災保険・雇用保険）は労働者福祉の向上を目的とした政府が管掌する強制保険です。労働者（パート・アルバイトを含む）を一人でも雇用していれば、原則として業種・規模を問わず労働保険の適用事業となり、事業主は加入手続を行い、労働保険料を納付しなければいけません。,,,,,,,,,最寄りの労働基準監督署 ,,,,,,,,
11月25日?12月1日は犯罪被害者週間です,犯罪被害に遭われた方やその家族は、直接の被害に加え、精神的、社会的、経済的に深刻な被害を受けることが多く、平穏な生活を取り戻すためには、周りの理解と配慮に基づく協力が必要です。警察では、犯罪被害による負担を軽減するため、給付金の支給や医療費の公費負担などを行っています。,,,,,,,,,県警察本部広報県民課電話073-423-0110 ,,,,,,,,
狩猟者の皆さんへ,本県の狩猟期間は11月15日から令和3年2月15日（イノシシとニホンジカは11月1日から令和3年3月15日）です。狩猟には免許と登録手続きが必要です。また、狩猟犬も狂犬病予防法による登録と予防注射が必要です。ルールとマナーを守り、安全な狩猟に努めてください。,,,,,,,,,県庁農業環境・鳥獣害対策室県ウェブサイトでも掲載 ,,,,,,,,
11月22日はふるさと誕生日！,明治4（1871）年11月22日、和歌山・田辺・新宮の紀州3県の統合により現在の和歌山県が誕生し、令和3年に150年を迎えます。「ふるさと誕生日」である11月22日に、県民の皆さんに、ふるさとに対する理解や関心を深めていただくことを願い、県立近代美術館、博物館、紀伊風土記の丘、自然博物館の4施設を無料開放します。ぜひご来館ください。,,,,,,,,,県庁県民生活課県ウェブサイトでも掲載 ,,,,,,,,
青少年の家　自然の中で心はぐくむ体験がいっぱい,わくわく♪クリスマスクリスマスパーティー、ケーキ作りなど,,,12月19日（土）?20日（日）1泊2日,白崎青少年の家,小学4年生以上または家族,40人（先着順）,"4,600?5,440円",12月5日まで ,,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352https://pya-shirasaki.ssl-lolipop.jp/※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。　Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,,,,
青少年の家　自然の中で心はぐくむ体験がいっぱい,日帰り！陶芸体験,,,11月28日（土）13:00?16:00,潮岬青少年の家,小学3年生以下は保護者同伴,15人（先着順）,"2,000円 ",11月9?15日 ,,〒649-3502 串本町潮岬669電話0735-62-6045　ファックス0735-62-0182https://omoshiro-yh.com/※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。　Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,,,,
青少年の家　自然の中で心はぐくむ体験がいっぱい,みんなでおいしいクリスマスケーキ作り！,,,12月12日（土）?13日（日）1泊2日,潮岬青少年の家,小学4年～中学3年生,30人（先着順）,"5,000円",11月13?27日 ,,〒649-3502 串本町潮岬669電話0735-62-6045　ファックス0735-62-0182https://omoshiro-yh.com/※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。　Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,,,,,
会計年度任用職員（事務補助職員）採用,,試験,,【教養試験】1月9日（土）【面接試験】1月中旬～下旬,,,,,,,郵送、インターネットで11月9?30日に県庁人事課、県教育庁総務課、県警察本部警務課※詳しくは試験案内を要確認県ウェブサイトでも掲載 ,,,申込先、県人事委員会事務局、振興局総務県民課など,,,,
県立中学校入学者,(1)向陽（和歌山市）(2)桐蔭（和歌山市）(3)田辺（田辺市）(4)古佐田丘（橋本市）(5)日高高校附属（御坊市）,試験,,検査日：1月23日（土）?24日（日）,,,(1)～(3)各80人(4)(5)各40人,"2,200円（県証紙）",出願期間：1月4?7日※郵送のみ受付。最終日の消印有効,向陽中学校 電話073-471-0070桐蔭中学校 電話073-436-7755田辺中学校 電話0739-22-1921古佐田丘中学校 電話0736-32-0049日高高校附属中学校 電話0738-22-0500県ウェブサイトでも掲載 ,,,,県教育庁義務教育課、紀北・紀南教育事務所および各教育支援室,,,,
県農林大学校 学生・研修生,農学部（一般入学試験［前期］）園芸学科修業期間2年,試験,,12月8日（火）,農林大学校農学部（かつらぎ町）,,30人,,願書受付11月19?26日,農学部　電話0736-22-2203県ウェブサイトでも掲載 ,,,,,,,,
県農林大学校 学生・研修生,農学部（一般入学試験［前期］）アグリビジネス学科修業期間2年,試験,,12月8日（火）,農林大学校農学部（かつらぎ町）,,10人,,願書受付11月19?26日,農学部　電話0736-22-2203県ウェブサイトでも掲載 ,,,,,,,,
県農林大学校 学生・研修生,林業研修部（追加選考試験［一次］）林業経営コース修業期間1年,試験,,12月12日（土）,農林大学校林業研修部（上富田町）,,若干名,,願書受付11月17日?12月1日,林業研修部　電話0739-47-4141県ウェブサイトでも掲載 ,,,,,,,,
危険物取扱者（第4回）,,試験,,(1)2月7日（日）和歌山市、田辺市、新宮市(2)2月11日（祝）和歌山市いずれも9:30?（会場は受験票で通知）,,,,"甲種 6,600円、乙種 4,600円、丙種 3,700円",,,郵送（簡易書留）、持参で12月8?17日（インターネットは12月5?14日17:00）に消防試験研究センター和歌山県支部〒640-8137和歌山市吹上2-1-22日赤会館6階電話073-425-3369消防試験研究センターのぺージへリンク,,,申込先、県庁危機管理・消防課、振興局総務県民課、市町村、消防本部,,,,
